date,pm25
2021-11-14,402.14285714285717
2021-11-21,368.7142857142857
2021-11-28,367.85714285714283
2021-12-05,361.2857142857143
2021-12-12,278.85714285714283
2021-12-19,331.42857142857144
2021-12-26,409.85714285714283
2022-01-02,318.2857142857143
2022-01-09,251.71428571428572
2022-01-16,251.0
2022-01-23,324.42857142857144
2022-01-30,248.71428571428572
2022-02-06,283.7142857142857
2022-02-13,221.0
2022-02-20,225.42857142857142
2022-02-27,202.14285714285714
2022-03-06,165.14285714285714
2022-03-13,192.71428571428572
2022-03-20,240.85714285714286
2022-03-27,221.42857142857142
2022-04-03,255.42857142857142
2022-04-10,250.57142857142858
2022-04-17,251.14285714285714
2022-04-24,265.2857142857143
2022-05-01,265.7142857142857
2022-05-08,220.57142857142858
2022-05-15,191.28571428571428
2022-05-22,249.0
2022-05-29,182.71428571428572
2022-06-05,231.71428571428572
2022-06-12,264.57142857142856
2022-06-19,139.0
2022-06-26,161.0
2022-07-03,112.85714285714286
2022-07-10,107.57142857142857
2022-07-17,83.14285714285714
2022-07-24,92.71428571428571
2022-07-31,68.28571428571429
2022-08-07,96.71428571428571
2022-08-14,89.28571428571429
2022-08-21,75.0
2022-08-28,97.57142857142857
2022-09-04,121.28571428571429
2022-09-11,118.0
2022-09-18,74.28571428571429
2022-09-25,92.85714285714286
2022-10-02,148.42857142857142
2022-10-09,103.85714285714286
2022-10-16,136.42857142857142
2022-10-23,247.14285714285714
2022-10-30,335.0
2022-11-06,401.2857142857143
2022-11-13,319.0
2022-11-20,275.42857142857144
2022-11-27,281.85714285714283
2022-12-04,366.2857142857143
2022-12-11,323.57142857142856
2022-12-18,232.42857142857142
2022-12-25,351.7142857142857
2023-01-01,329.14285714285717
2023-01-08,368.14285714285717
2023-01-15,352.0
2023-01-22,304.14285714285717
2023-01-29,260.85714285714283
2023-02-05,206.0
2023-02-12,220.42857142857142
2023-02-19,256.57142857142856
2023-02-26,255.0
2023-03-05,187.0
2023-03-12,178.85714285714286
2023-03-19,208.0
2023-03-26,141.57142857142858
2023-04-02,138.28571428571428
2023-04-09,156.57142857142858
2023-04-16,227.42857142857142
2023-04-23,174.85714285714286
2023-04-30,177.57142857142858
2023-05-07,139.57142857142858
2023-05-14,218.0
2023-05-21,208.42857142857142
2023-05-28,143.28571428571428
2023-06-04,120.57142857142857
2023-06-11,160.14285714285714
2023-06-18,152.71428571428572
2023-06-25,107.42857142857143
2023-07-02,83.28571428571429
2023-07-09,91.71428571428571
2023-07-16,75.71428571428571
2023-07-23,92.28571428571429
2023-07-30,78.42857142857143
2023-08-06,91.14285714285714
2023-08-13,116.71428571428571
2023-08-20,118.71428571428571
2023-08-27,115.42857142857143
2023-09-03,145.42857142857142
2023-09-10,93.28571428571429
2023-09-17,88.42857142857143
2023-09-24,98.14285714285714
2023-10-01,143.85714285714286
2023-10-08,177.28571428571428
2023-10-15,215.0
2023-10-22,184.0
2023-10-29,266.85714285714283
2023-11-05,399.2857142857143
2023-11-12,342.14285714285717
2023-11-19,370.42857142857144
2023-11-26,386.42857142857144
2023-12-03,347.14285714285717
2023-12-10,310.42857142857144
2023-12-17,340.7142857142857
2023-12-24,361.57142857142856
2023-12-31,380.14285714285717
2024-01-07,341.2857142857143
2024-01-14,356.2857142857143
2024-01-21,348.85714285714283
2024-01-28,367.2857142857143
2024-02-04,281.14285714285717
2024-02-11,200.85714285714286
2024-02-18,291.7142857142857
2024-02-25,197.0
2024-03-03,152.85714285714286
2024-03-10,152.71428571428572
2024-03-17,177.14285714285714
2024-03-24,202.14285714285714
2024-03-31,182.57142857142858
2024-04-07,162.57142857142858
2024-04-14,203.85714285714286
2024-04-21,184.0
2024-04-28,176.42857142857142
2024-05-05,235.57142857142858
2024-05-12,223.0
2024-05-19,240.42857142857142
2024-05-26,190.42857142857142
2024-06-02,221.57142857142858
2024-06-09,207.14285714285714
2024-06-16,196.42857142857142
2024-06-23,193.71428571428572
2024-06-30,110.71428571428571
2024-07-07,84.28571428571429
2024-07-14,101.0
2024-07-21,104.28571428571429
2024-07-28,97.42857142857143
2024-08-04,77.28571428571429
2024-08-11,62.285714285714285
2024-08-18,70.0
2024-08-25,83.0
2024-09-01,79.85714285714286
2024-09-08,83.57142857142857
2024-09-15,82.28571428571429
2024-09-22,122.57142857142857
2024-09-29,129.57142857142858
2024-10-06,154.57142857142858
2024-10-13,158.42857142857142
2024-10-20,256.2857142857143
2024-10-27,312.57142857142856
2024-11-03,320.7142857142857
2024-11-10,363.2857142857143
2024-11-17,397.42857142857144
2024-11-24,409.57142857142856
2024-12-01,326.0
2024-12-08,231.85714285714286
2024-12-15,236.57142857142858
2024-12-22,416.57142857142856
2024-12-29,310.42857142857144
2025-01-05,312.85714285714283
2025-01-12,326.7142857142857
2025-01-19,303.2857142857143
2025-01-26,244.14285714285714
2025-02-02,329.14285714285717
2025-02-09,225.57142857142858
2025-02-16,218.0
2025-02-23,176.71428571428572
2025-03-02,175.42857142857142
2025-03-09,159.42857142857142
2025-03-16,178.28571428571428
2025-03-23,152.57142857142858
2025-03-30,203.71428571428572
2025-04-06,160.0
